drug_id,avg_mass,mono_mass
DB00993,382.72026766787496,382.35002966370223
DB01033,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00352,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00158,382.72026766787496,382.35002966370223
DB00563,382.72026766787496,382.35002966370223
DB00650,382.72026766787496,382.35002966370223
DB01942,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB04401,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00117,155.1546,155.069476547
DB00156,382.72026766787496,382.35002966370223
DB01190,382.72026766787496,382.35002966370223
DB02431,382.72026766787496,382.35002966370223
DB03685,382.72026766787496,382.35002966370223
DB00199,382.72026766787496,382.35002966370223
DB01172,382.72026766787496,382.35002966370223
DB00452,382.72026766787496,382.35002966370223
DB00955,382.72026766787496,382.35002966370223
DB01082,382.72026766787496,382.35002966370223
DB00453,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB01783,382.72026766787496,382.35002966370223
DB01849,382.72026766787496,382.35002966370223
DB03419,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB00684,382.72026766787496,382.35002966370223
DB01301,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB01211,382.72026766787496,382.35002966370223
DB00778,382.72026766787496,382.35002966370223
DB00798,382.72026766787496,382.35002966370223
DB00595,382.72026766787496,382.35002966370223
DB00759,382.72026766787496,382.35002966370223
DB06696,382.72026766787496,382.35002966370223
DB01321,382.72026766787496,382.35002966370223
DB00976,382.72026766787496,382.35002966370223
DB00479,382.72026766787496,382.35002966370223
DB00919,382.72026766787496,382.35002966370223
DB00618,382.72026766787496,382.35002966370223
DB00254,382.72026766787496,382.35002966370223
DB01017,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00118,398.44,398.137239006
DB00118,382.72026766787496,382.35002966370223
DB00252,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB00118,382.72026766787496,382.35002966370223
DB00144,382.72026766787496,382.35002966370223
DB03994,382.72026766787496,382.35002966370223
DB00118,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00119,88.0621,88.016043994
DB00119,382.72026766787496,382.35002966370223
DB01709,382.72026766787496,382.35002966370223
DB01819,382.72026766787496,382.35002966370223
DB02263,382.72026766787496,382.35002966370223
DB04326,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00141,382.72026766787496,382.35002966370223
DB01296,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB01839,382.72026766787496,382.35002966370223
DB02897,382.72026766787496,382.35002966370223
DB03066,382.72026766787496,382.35002966370223
DB03776,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB04272,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00120,165.1891,165.078978601
,382.72026766787496,382.35002966370223
DB00121,244.311,244.088163078
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB04034,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00122,104.1708,104.107539075
,382.72026766787496,382.35002966370223
DB00123,146.1876,146.105527702
DB00121,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00125,174.201,174.111675712
DB02655,382.72026766787496,382.35002966370223
DB04252,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00125,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00126,176.1241,176.032087988
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00126,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00126,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00127,202.3402,202.215746852
,382.72026766787496,382.35002966370223
DB00128,133.1027,133.037507717
DB00116,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00129,132.161,132.089877638
DB00127,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00130,146.1445,146.069142196
DB00130,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00130,382.72026766787496,382.35002966370223
DB01643,382.72026766787496,382.35002966370223
DB02129,382.72026766787496,382.35002966370223
DB02262,382.72026766787496,382.35002966370223
DB02745,382.72026766787496,382.35002966370223
DB03462,382.72026766787496,382.35002966370223
DB03800,382.72026766787496,382.35002966370223
DB04485,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00130,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00131,347.2212,347.063084339
DB00131,382.72026766787496,382.35002966370223
DB04564,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB03796,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB03568,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB00152,382.72026766787496,382.35002966370223
DB03416,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00132,278.4296,278.224580204
,382.72026766787496,382.35002966370223
DB00133,105.0926,105.042593095
DB00122,382.72026766787496,382.35002966370223
DB00122,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00134,149.211,149.051049291
DB00117,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB00256,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB00560,382.72026766787496,382.35002966370223
DB01421,382.72026766787496,382.35002966370223
DB00931,382.72026766787496,382.35002966370223
DB01627,382.72026766787496,382.35002966370223
DB00446,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00135,181.1885,181.073893223
DB00135,382.72026766787496,382.35002966370223
DB00279,382.72026766787496,382.35002966370223
DB00451,382.72026766787496,382.35002966370223
DB01758,382.72026766787496,382.35002966370223
DB02688,382.72026766787496,382.35002966370223
DB03374,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00136,416.6365,416.329045274
DB00137,568.886,568.428031043
DB00138,240.3,240.023848262
DB00139,118.088,118.02660868
DB00114,382.72026766787496,382.35002966370223
DB00126,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00126,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00140,376.3639,376.138284392
,382.72026766787496,382.35002966370223
DB00141,221.2078,221.089937217
,382.72026766787496,382.35002966370223
DB00142,147.1293,147.053157781
DB00142,382.72026766787496,382.35002966370223
DB00749,382.72026766787496,382.35002966370223
DB00917,382.72026766787496,382.35002966370223
DB02056,382.72026766787496,382.35002966370223
DB03866,382.72026766787496,382.35002966370223
DB04557,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB01009,382.72026766787496,382.35002966370223
DB01050,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00482,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00870,382.72026766787496,382.35002966370223
DB00328,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00861,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00143,307.323,307.083805981
DB00533,382.72026766787496,382.35002966370223
DB00586,382.72026766787496,382.35002966370223
DB00605,382.72026766787496,382.35002966370223
DB00461,382.72026766787496,382.35002966370223
DB00580,382.72026766787496,382.35002966370223
DB03088,382.72026766787496,382.35002966370223
DB04701,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB01435,382.72026766787496,382.35002966370223
DB00712,382.72026766787496,382.35002966370223
DB06802,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00945,382.72026766787496,382.35002966370223
DB00465,382.72026766787496,382.35002966370223
DB00963,382.72026766787496,382.35002966370223
DB00814,382.72026766787496,382.35002966370223
DB00784,382.72026766787496,382.35002966370223
DB00991,382.72026766787496,382.35002966370223
DB00788,382.72026766787496,382.35002966370223
DB00143,382.72026766787496,382.35002966370223
DB00531,382.72026766787496,382.35002966370223
DB02579,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00143,382.72026766787496,382.35002966370223
DB00143,382.72026766787496,382.35002966370223
DB00316,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00144,792.089,791.567634842
,382.72026766787496,382.35002966370223
DB00145,75.0666,75.032028409
DB00116,382.72026766787496,382.35002966370223
DB00145,382.72026766787496,382.35002966370223
DB02659,382.72026766787496,382.35002966370223
DB04348,382.72026766787496,382.35002966370223
DB04540,382.72026766787496,382.35002966370223
DB06777,382.72026766787496,382.35002966370223
DB08833,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00145,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00146,400.6371,400.334130652
DB00147,167.162,167.058243159
DB00165,382.72026766787496,382.35002966370223
DB02142,382.72026766787496,382.35002966370223
DB02209,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00148,131.1332,131.069476547
,382.72026766787496,382.35002966370223
DB00149,131.1729,131.094628665
DB00117,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00150,204.2252,204.089877638
,382.72026766787496,382.35002966370223
DB00151,121.158,121.019749163
DB00151,382.72026766787496,382.35002966370223
DB01324,382.72026766787496,382.35002966370223
DB00151,382.72026766787496,382.35002966370223
DB00887,382.72026766787496,382.35002966370223
DB01325,382.72026766787496,382.35002966370223
DB00808,382.72026766787496,382.35002966370223
DB01021,382.72026766787496,382.35002966370223
DB00421,382.72026766787496,382.35002966370223
DB00700,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00151,382.72026766787496,382.35002966370223
DB00880,382.72026766787496,382.35002966370223
DB00436,382.72026766787496,382.35002966370223
DB00903,382.72026766787496,382.35002966370223
DB00606,382.72026766787496,382.35002966370223
DB00774,382.72026766787496,382.35002966370223
DB00310,382.72026766787496,382.35002966370223
DB00594,382.72026766787496,382.35002966370223
DB00151,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00152,265.355,265.112306876
,382.72026766787496,382.35002966370223
DB00153,396.6484,396.33921603
DB00154,306.4828,306.255880332
,382.72026766787496,382.35002966370223
DB00155,175.1857,175.095691297
,382.72026766787496,382.35002966370223
DB00156,119.1192,119.058243159
DB00207,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00157,665.441,665.124771695
DB00114,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB00201,382.72026766787496,382.35002966370223
DB00277,382.72026766787496,382.35002966370223
DB01412,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00150,382.72026766787496,382.35002966370223
DB01065,382.72026766787496,382.35002966370223
DB01796,382.72026766787496,382.35002966370223
DB02070,382.72026766787496,382.35002966370223
DB02959,382.72026766787496,382.35002966370223
DB03644,382.72026766787496,382.35002966370223
DB04275,382.72026766787496,382.35002966370223
DB07950,382.72026766787496,382.35002966370223
DB08653,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB01638,382.72026766787496,382.35002966370223
DB02867,382.72026766787496,382.35002966370223
DB03283,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB00624,382.72026766787496,382.35002966370223
DB00655,382.72026766787496,382.35002966370223
DB00783,382.72026766787496,382.35002966370223
DB01536,382.72026766787496,382.35002966370223
DB04574,382.72026766787496,382.35002966370223
DB05804,382.72026766787496,382.35002966370223
DB07447,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB02515,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00131,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00145,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00158,441.3975,441.139681375
,382.72026766787496,382.35002966370223
DB00159,302.451,302.224580204
,382.72026766787496,382.35002966370223
DB00160,89.0932,89.047678473
DB00117,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
DB00142,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00161,117.1463,117.078978601
,382.72026766787496,382.35002966370223
DB00162,286.4516,286.229665582
DB00157,382.72026766787496,382.35002966370223
DB00162,382.72026766787496,382.35002966370223
DB00523,382.72026766787496,382.35002966370223
DB00755,382.72026766787496,382.35002966370223
DB02699,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00163,430.7061,430.381080844
DB00165,169.1778,169.073893223
,382.72026766787496,382.35002966370223
DB00166,206.326,206.043521072
DB00167,131.1729,131.094628665
,382.72026766787496,382.35002966370223
DB00168,294.3031,294.121571696
DB00169,384.6377,384.33921603
DB00169,382.72026766787496,382.35002966370223
DB00439,382.72026766787496,382.35002966370223
DB01785,382.72026766787496,382.35002966370223
DB02552,382.72026766787496,382.35002966370223
DB04714,382.72026766787496,382.35002966370223
DB00169,382.72026766787496,382.35002966370223
DB00641,382.72026766787496,382.35002966370223
DB00175,382.72026766787496,382.35002966370223
DB01098,382.72026766787496,382.35002966370223
DB00399,382.72026766787496,382.35002966370223
DB00282,382.72026766787496,382.35002966370223
DB01095,382.72026766787496,382.35002966370223
DB00710,382.72026766787496,382.35002966370223
DB00630,382.72026766787496,382.35002966370223
DB00884,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00170,172.18,172.0524295
DB00171,507.181,506.995745159
DB00171,382.72026766787496,382.35002966370223
DB01729,382.72026766787496,382.35002966370223
DB13178,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB00157,382.72026766787496,382.35002966370223
DB02317,382.72026766787496,382.35002966370223
DB04465,382.72026766787496,382.35002966370223
DB00114,382.72026766787496,382.35002966370223
DB00130,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
DB00169,382.72026766787496,382.35002966370223
DB00116,382.72026766787496,382.35002966370223
DB00119,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00172,115.1305,115.063328537
DB00117,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00173,135.1267,135.054495185
,382.72026766787496,382.35002966370223
DB00174,132.1179,132.053492132
DB00117,382.72026766787496,382.35002966370223
DB00117,382.72026766787496,382.35002966370223
,382.72026766787496,382.35002966370223
DB00175,424.5277,424.246103506
